,crn,stn,cast,press,theta,sigma,temp,csal,coxy,dic,ph,alk,phos,nit,sil,doc
15632,65.0,2.0,4.0,60.3,24.3375,23.608,24.3504,35.0884,209.5,1972.7,8.094,2308.0,0.02,0.01,1.47,82.52
15633,65.0,2.0,4.0,74.4,22.7147,24.119,22.7298,35.1364,213.0,1984.0,8.08,2309.0,0.03,0.02,1.65,80.08
15634,65.0,2.0,4.0,84.3,21.9291,24.354,21.9457,35.1533,203.8,1993.8,8.065,2310.0,0.05,0.01,1.76,78.8
15636,65.0,2.0,4.0,94.7,21.644,24.437,21.6625,35.1574,213.2,1996.6,8.062,2312.0,0.04,0.01,1.7,85.88
15638,65.0,2.0,4.0,105.2,20.8865,24.649,20.9066,35.1629,207.7,2000.4,8.055,2309.0,0.04,0.02,1.87,81.05
15639,65.0,2.0,4.0,114.8,20.6678,24.711,20.6896,35.1671,211.5,2006.6,8.045,2309.0,0.06,0.27,1.9,80.46
15640,65.0,2.0,4.0,124.8,20.3439,24.783,20.3673,35.1476,193.3,2015.2,8.02,2309.0,0.09,0.67,1.96,78.12
15641,65.0,2.0,4.0,135.4,20.1406,24.826,20.1658,35.1327,188.4,2018.7,8.021,2309.0,0.13,1.03,2.09,76.85
15642,65.0,2.0,4.0,149.6,19.6118,24.937,19.6391,35.0963,182.8,2030.2,7.998,2306.0,0.19,1.85,2.5,73.24
15643,65.0,2.0,4.0,160.0,19.351,24.997,19.3799,35.0864,184.4,2030.4,7.997,2307.0,0.19,1.86,2.59,68.55
15644,65.0,2.0,4.0,173.3,18.6364,25.133,18.6669,35.0258,195.4,2032.5,7.987,2303.0,0.21,2.1,3.66,66.8
15646,65.0,2.0,4.0,201.0,17.7664,25.261,17.8007,34.9104,193.5,2041.3,7.963,2296.0,0.27,3.18,3.6,63.34
15956,66.0,2.0,2.0,2000.3,1.9774,27.67,2.1156,34.6218,89.3,2355.1,7.476,2416.0,2.82,39.03,150.96,39.08
15961,66.0,2.0,2.0,2999.7,1.3377,27.757,1.5557,34.6705,124.6,2343.1,7.537,2422.0,2.63,36.67,158.54,38.49
15966,66.0,2.0,2.0,3999.1,1.1328,27.786,1.4502,34.6885,148.3,2325.5,7.575,2422.0,2.51,35.16,152.08,38.0
15969,66.0,2.0,2.0,4498.4,1.1139,27.789,1.4884,34.6902,151.0,2325.0,7.58,2421.0,2.49,35.12,150.51,37.41
16006,66.0,2.0,4.0,210.3,17.3789,25.319,17.4142,34.8633,206.9,2032.7,7.969,2296.0,0.22,2.37,4.29,64.56
16007,66.0,2.0,4.0,224.4,16.5587,25.424,16.5951,34.7466,199.5,2040.0,7.943,2287.0,0.32,3.7,5.04,62.52
16008,66.0,2.0,4.0,233.4,15.8706,25.518,15.9074,34.6631,198.6,2044.5,7.923,2282.0,0.39,4.83,5.83,59.78
16009,66.0,2.0,4.0,248.7,14.8728,25.647,14.9103,34.542,194.6,2051.9,7.899,2278.0,0.48,6.06,6.69,57.64
16010,66.0,2.0,4.0,272.5,13.7223,25.795,13.7611,34.4185,195.5,2061.3,7.868,2268.0,0.62,8.03,8.36,56.08
16011,66.0,2.0,4.0,299.6,12.4646,25.96,12.5047,34.3055,196.3,2070.9,7.838,2266.0,0.75,10.2,10.81,55.11
16012,66.0,2.0,4.0,324.0,11.7289,26.055,11.7706,34.2463,198.5,2077.7,7.82,2260.0,0.85,11.51,12.52,54.43
16013,66.0,2.0,4.0,349.1,10.7573,26.177,10.7997,34.1757,194.1,2091.0,7.788,2261.0,1.0,13.78,15.66,51.89
16014,66.0,2.0,4.0,399.7,9.0222,26.401,9.0658,34.0883,176.7,2125.3,7.715,2262.0,1.35,18.65,24.74,46.03
16016,66.0,2.0,4.0,600.0,5.8225,26.89,5.8744,34.1328,55.0,2271.1,7.391,2303.0,2.65,35.13,69.03,43.98
16017,66.0,2.0,4.0,699.6,5.0778,27.079,5.135,34.2596,28.6,2312.5,7.336,2331.0,2.96,39.12,87.32,43.48
16018,66.0,2.0,4.0,800.5,4.6747,27.241,4.7385,34.4064,30.8,2324.5,7.363,2348.0,3.03,40.19,95.99,41.82
16019,66.0,2.0,4.0,900.4,4.285,27.33,4.3549,34.4645,35.8,2330.4,7.379,2360.0,3.02,40.53,103.52,42.01
16020,66.0,2.0,4.0,1020.2,3.8709,27.402,3.9479,34.501,39.6,2340.1,7.392,2371.0,3.03,40.68,111.12,40.54
16022,66.0,2.0,5.0,5.0,26.9547,22.648,26.9558,34.8888,202.1,1955.2,8.102,2297.0,0.07,0.01,1.64,83.41
16025,66.0,2.0,5.0,24.8,26.9612,22.646,26.9669,34.8878,202.0,1955.8,8.103,2297.0,0.06,0.01,1.58,84.0
16028,66.0,2.0,5.0,60.4,24.9168,23.354,24.9299,34.9838,221.8,1959.5,8.088,2298.0,0.05,0.04,1.87,78.52
16029,66.0,2.0,5.0,74.5,23.2917,23.933,23.307,35.1109,230.0,1983.7,8.08,2322.0,0.04,0.03,2.13,74.9
16032,66.0,2.0,5.0,104.1,21.4466,24.475,21.4669,35.1353,217.9,2001.8,8.049,2314.0,0.06,0.01,2.46,69.14
16342,67.0,2.0,5.0,199.4,17.6348,25.259,17.6686,34.8657,197.3,2048.5,7.943,2293.0,0.32,3.9,3.52,56.65
16343,67.0,2.0,5.0,224.9,16.0723,25.462,16.108,34.6505,187.2,2058.2,7.903,2280.0,0.46,5.73,4.91,53.44
16344,67.0,2.0,5.0,250.5,14.719,25.644,14.7564,34.4948,194.6,2060.0,7.883,2272.0,0.53,6.91,6.46,53.05
16346,67.0,2.0,5.0,299.4,12.9406,25.909,12.9816,34.3601,201.1,2065.2,7.858,2263.0,0.65,9.19,8.77,49.44
16349,67.0,2.0,5.0,400.2,10.0228,26.281,10.0694,34.1455,191.7,2105.4,7.76,2261.0,1.12,15.95,18.4,48.37
16350,67.0,2.0,5.0,500.5,6.9816,26.66,7.0289,34.0342,126.1,2197.6,7.546,2276.0,2.01,28.14,45.48,42.51
16353,67.0,2.0,5.0,700.8,4.8875,27.106,4.9438,34.2659,22.3,2324.0,7.324,2330.0,3.01,40.42,90.38,41.63
16356,67.0,2.0,5.0,1021.7,3.8346,27.399,3.9114,34.4915,42.2,2342.4,7.389,2370.0,3.01,40.92,111.54,40.74
16362,67.0,2.0,6.0,44.3,25.9612,23.085,25.9711,35.0522,204.9,1963.7,8.106,2312.0,0.01,0.03,0.86,91.21
16368,67.0,2.0,6.0,114.9,21.4757,24.482,21.4981,35.1559,218.5,2006.6,8.049,2315.0,0.04,0.01,1.65,73.82
16370,67.0,2.0,6.0,134.7,20.3655,24.778,20.3907,35.149,219.9,2016.5,8.027,2309.0,0.06,0.4,1.74,69.82
16372,67.0,2.0,6.0,158.3,19.3295,24.989,19.3581,35.0691,209.9,2022.9,8.009,2304.0,0.1,0.83,2.05,61.04
16578,68.0,2.0,1.0,2003.8,1.9641,27.67,2.1023,34.6194,90.5,2358.1,7.468,2415.0,2.81,39.06,153.27,38.64
16583,68.0,2.0,1.0,3000.1,1.3428,27.757,1.5609,34.6699,126.9,2341.3,7.538,2427.0,2.62,36.87,158.35,37.37
16588,68.0,2.0,1.0,3999.4,1.1314,27.786,1.4488,34.6886,150.9,2324.6,7.577,2424.0,2.49,35.4,150.8,33.99
16591,68.0,2.0,1.0,4499.9,1.1102,27.789,1.4847,34.6907,154.9,2321.8,7.581,2423.0,2.48,35.21,149.57,37.17
16666,68.0,2.0,5.0,234.9,15.0856,25.626,15.1213,34.5756,200.6,2047.7,7.908,2274.0,0.46,5.87,5.98,64.09
16670,68.0,2.0,5.0,324.0,11.8693,26.046,11.9112,34.2686,199.4,2073.7,7.826,2262.0,0.83,11.17,11.41,56.09
16672,68.0,2.0,5.0,400.3,8.9705,26.407,9.014,34.086,178.8,2127.3,7.707,2260.0,1.36,19.0,24.06,51.6
16676,68.0,2.0,5.0,801.1,4.6231,27.191,4.6865,34.3359,24.9,2326.2,7.338,2340.0,2.99,40.98,96.13,40.65
16678,68.0,2.0,5.0,1019.1,3.9506,27.379,4.0281,34.4812,42.0,2337.3,7.385,2373.0,3.01,41.06,109.13,39.57
16683,68.0,2.0,6.0,24.0,25.6987,23.088,25.704,34.9491,204.9,1956.7,8.108,2307.0,0.06,0.01,0.95,101.38
16684,68.0,2.0,6.0,34.5,25.6975,23.09,25.7052,34.9504,204.9,1958.4,8.106,2301.0,0.07,0.01,0.92,98.15
16685,68.0,2.0,6.0,44.3,25.6863,23.094,25.6961,34.951,205.0,1957.5,8.107,2298.0,0.07,0.02,0.93,99.81
16688,68.0,2.0,6.0,85.5,22.1175,24.278,22.1345,35.1228,220.4,1999.1,8.057,2318.0,0.08,0.01,1.46,93.16
16689,68.0,2.0,6.0,94.1,21.5623,24.441,21.5807,35.1333,215.3,2006.3,8.047,2314.0,0.1,0.02,1.56,96.38
16690,68.0,2.0,6.0,104.3,20.9536,24.616,20.9736,35.1432,208.7,2015.7,8.03,2313.0,0.13,0.48,1.7,91.4
16691,68.0,2.0,6.0,114.3,20.3018,24.781,20.3232,35.1305,203.1,2019.0,8.017,2312.0,0.16,1.01,1.88,88.57
16692,68.0,2.0,6.0,125.0,19.8456,24.888,19.8686,35.1124,203.1,2021.4,8.008,2309.0,0.17,1.22,2.08,86.33
16693,68.0,2.0,6.0,134.5,19.5186,24.959,19.543,35.0928,204.9,2025.0,8.003,2311.0,0.18,1.41,2.26,83.3
16694,68.0,2.0,6.0,149.9,18.7695,25.102,18.796,35.029,202.1,2027.9,7.988,2309.0,0.18,1.69,2.35,79.3
16696,68.0,2.0,6.0,175.1,17.4412,25.304,17.4706,34.8636,206.1,2029.5,7.972,2295.0,0.24,2.41,3.48,74.23
16897,69.0,2.0,1.0,1397.1,3.0375,27.53,3.1383,34.5598,59.3,2353.9,7.42,2390.0,2.95,41.28,126.67,39.66
16905,69.0,2.0,1.0,2999.8,1.3485,27.755,1.5667,34.6685,122.1,2347.4,7.532,2423.0,2.65,37.58,158.77,46.11
16910,69.0,2.0,1.0,3998.9,1.1449,27.784,1.4626,34.6864,147.2,2329.9,7.572,2416.0,2.53,36.14,151.79,43.08
16913,69.0,2.0,1.0,4500.3,1.1112,27.788,1.4858,34.6893,153.6,2326.2,7.58,2418.0,2.49,35.64,147.96,40.25
16991,69.0,2.0,6.0,224.5,16.9575,25.371,16.9945,34.7998,201.8,2038.1,7.951,2286.0,0.32,3.52,4.29,57.43
16992,69.0,2.0,6.0,234.5,16.345,25.457,16.3827,34.7247,202.1,2041.0,7.942,2285.0,0.36,4.14,4.72,56.46
16993,69.0,2.0,6.0,250.3,15.5898,25.557,15.6287,34.6315,201.4,2047.4,7.923,2279.0,0.44,5.24,5.54,56.07
16994,69.0,2.0,6.0,274.8,14.2418,25.732,14.2819,34.4767,198.5,2058.9,7.886,2271.0,0.59,7.42,7.21,54.32
16995,69.0,2.0,6.0,299.7,12.4278,25.952,12.4677,34.2855,193.3,2083.3,7.819,2269.0,0.86,11.39,10.8,52.37
16996,69.0,2.0,6.0,325.1,11.3983,26.096,11.4393,34.2201,197.4,2087.2,7.806,2260.0,0.93,12.7,12.87,56.68
16997,69.0,2.0,6.0,350.3,10.6429,26.197,10.6852,34.1753,198.6,2093.6,7.787,2257.0,1.04,14.22,15.24,58.44
16998,69.0,2.0,6.0,398.9,9.2078,26.401,9.2519,34.1267,158.1,2144.2,7.669,2262.0,1.53,20.89,25.79,60.59
16999,69.0,2.0,6.0,499.9,6.7577,26.721,6.8041,34.0725,99.0,2222.3,7.492,2281.0,2.23,30.74,50.37,49.55
17000,69.0,2.0,6.0,599.6,5.4269,26.963,5.477,34.1645,45.5,2291.6,7.361,2309.0,2.79,38.16,76.34,48.76
17001,69.0,2.0,6.0,700.2,5.0226,27.117,5.0796,34.2998,29.7,2316.3,7.343,2329.0,2.97,40.44,91.2,50.81
17002,69.0,2.0,6.0,801.2,4.6515,27.245,4.7152,34.4075,29.1,2329.1,7.358,2345.0,3.04,41.19,95.23,42.5
17004,69.0,2.0,6.0,1020.0,4.0697,27.374,4.1482,34.4912,38.2,2342.6,7.38,2364.0,3.05,42.28,106.37,42.45
17006,69.0,2.0,7.0,4.6,24.8992,23.258,24.9002,34.8498,207.5,1958.3,8.102,2297.0,0.09,0.01,1.12,101.09
17009,69.0,2.0,7.0,24.9,24.7908,23.305,24.7962,34.8679,207.7,1960.5,8.1,2292.0,0.09,0.03,1.15,96.79
17011,69.0,2.0,7.0,44.8,24.4545,23.45,24.4641,34.9267,208.5,1966.2,8.097,2299.0,0.1,0.01,1.27,91.08
17016,69.0,2.0,7.0,104.4,22.6412,24.111,22.6623,35.0975,209.8,1998.5,8.057,2309.0,0.1,0.07,1.22,69.87
17017,69.0,2.0,7.0,114.4,21.7805,24.328,21.803,35.0644,201.4,2010.5,8.037,2312.0,0.15,0.36,1.45,67.77
17018,69.0,2.0,7.0,124.8,21.3777,24.483,21.4019,35.122,195.2,2016.3,8.03,2310.0,0.16,0.72,1.32,63.47
17019,69.0,2.0,7.0,134.9,21.0194,24.584,21.0452,35.1251,196.9,2021.3,8.023,2314.0,0.18,0.91,1.41,57.91
17020,69.0,2.0,7.0,149.5,20.3263,24.782,20.3543,35.1403,198.6,2023.7,8.014,2315.0,0.17,1.13,1.95,56.05
17024,69.0,2.0,7.0,200.3,17.8294,25.251,17.8636,34.9178,203.1,2034.7,7.972,2294.0,0.25,2.6,3.58,55.57
17243,70.0,2.0,5.0,299.2,11.6125,26.047,11.6506,34.2078,187.9,2087.4,7.8,2257.0,0.95,13.01,12.13,50.62
17244,70.0,2.0,5.0,323.1,10.6368,26.18,10.6757,34.1529,190.6,2097.8,7.776,2255.0,1.07,14.82,14.99,47.79
17246,70.0,2.0,5.0,399.8,8.9989,26.414,9.0425,34.1001,168.8,2140.3,7.681,2263.0,1.49,20.93,25.71,48.28
17247,70.0,2.0,5.0,499.5,6.8214,26.715,6.868,34.0761,102.2,2222.6,7.491,2284.0,2.25,31.32,50.57,50.33
17248,70.0,2.0,5.0,599.5,5.5231,26.937,5.5736,34.1459,46.2,2289.9,7.364,2305.0,2.77,38.3,74.22,50.82
17249,70.0,2.0,5.0,700.0,4.9495,27.098,5.0061,34.2648,25.9,2319.2,7.333,2325.0,2.98,40.97,88.19,49.05
17251,70.0,2.0,5.0,899.7,4.4477,27.301,4.5186,34.45,32.5,2331.8,7.367,2356.0,3.05,42.05,98.81,49.24
17252,70.0,2.0,5.0,1019.6,4.0525,27.369,4.1308,34.4827,37.1,2328.7,7.379,2363.0,3.02,42.2,106.75,48.46
17565,71.0,2.0,5.0,225.0,17.6148,25.273,17.653,34.8784,193.0,2044.5,7.953,2295.0,0.3,3.34,3.51,58.21
17566,71.0,2.0,5.0,234.2,17.1663,25.333,17.2052,34.8151,198.3,2042.1,7.954,2291.0,0.31,3.44,3.82,57.24
17567,71.0,2.0,5.0,249.4,16.015,25.48,16.0545,34.6568,188.4,2055.5,7.91,2280.0,0.47,5.62,5.06,51.38
17568,71.0,2.0,5.0,274.1,14.6131,25.66,14.6539,34.4861,181.0,2066.6,7.872,2271.0,0.64,7.94,6.89,50.41
17569,71.0,2.0,5.0,301.5,13.0613,25.859,13.1029,34.3273,180.8,2081.2,7.826,2262.0,0.83,10.79,9.6,54.43
17570,71.0,2.0,5.0,325.0,12.33,25.957,12.3732,34.2677,182.1,2089.4,7.802,2261.0,0.93,12.4,11.33,50.13
17571,71.0,2.0,5.0,349.8,11.421,26.077,11.4652,34.2009,176.1,2102.0,7.771,2261.0,1.08,14.58,14.03,45.83
17572,71.0,2.0,5.0,400.1,9.8923,26.307,9.9385,34.1507,167.4,2136.0,7.69,2263.0,1.44,19.56,21.73,44.66
17573,71.0,2.0,5.0,502.6,7.8019,26.662,7.8526,34.1843,85.4,2222.3,7.492,2279.0,2.22,29.83,43.86,46.12
17575,71.0,2.0,5.0,699.5,5.1777,27.094,5.2355,34.2926,28.1,2316.4,7.342,2326.0,2.95,40.56,84.49,44.46
17576,71.0,2.0,5.0,800.3,4.736,27.212,4.8001,34.3782,25.5,2328.6,7.347,2343.0,3.02,41.72,93.81,42.99
17577,71.0,2.0,5.0,900.9,4.4387,27.299,4.5096,34.4463,31.4,2335.4,7.367,2352.0,3.02,41.98,98.91,44.75
17578,71.0,2.0,5.0,1020.9,4.072,27.369,4.1506,34.4854,39.4,2341.4,7.382,2366.0,3.01,41.95,105.81,42.69
17745,72.0,2.0,1.0,225.3,17.2662,25.319,17.3039,34.828,204.0,2029.1,7.968,2285.0,0.28,2.93,3.68,62.41
17746,72.0,2.0,1.0,236.2,16.8421,25.383,16.8808,34.7806,209.8,2027.0,7.967,2285.0,0.28,3.0,3.93,60.76
17747,72.0,2.0,1.0,249.6,16.3169,25.466,16.357,34.7292,214.5,2028.8,7.959,2283.0,0.32,3.56,4.39,64.37
17748,72.0,2.0,1.0,275.7,14.9995,25.63,15.0412,34.5559,195.3,2051.6,7.902,2272.0,0.55,6.68,6.29,60.47
17749,72.0,2.0,1.0,301.2,14.0638,25.756,14.1075,34.4601,196.7,2058.6,7.881,2270.0,0.63,7.97,7.4,61.85
17750,72.0,2.0,1.0,324.8,12.4949,25.937,12.5384,34.2835,184.2,2076.7,7.83,2261.0,0.82,10.82,9.97,57.65
17751,72.0,2.0,1.0,350.6,11.3337,26.086,11.3778,34.1925,180.3,2099.9,7.768,2261.0,1.07,14.65,14.29,58.34
17752,72.0,2.0,1.0,400.9,9.8122,26.311,9.8583,34.1391,191.3,2114.2,7.738,2262.0,1.25,17.49,20.32,53.65
17753,72.0,2.0,1.0,499.3,7.1286,26.666,7.1764,34.0671,117.3,2204.1,7.531,2280.0,2.07,28.86,45.57,46.91
17754,72.0,2.0,1.0,599.5,5.7955,26.891,5.8472,34.1299,56.2,2272.7,7.386,2295.0,2.67,36.48,68.47,42.8
17756,72.0,2.0,1.0,800.5,4.8305,27.215,4.8952,34.3946,27.3,2324.4,7.355,2342.0,2.98,41.14,91.41,41.23
17757,72.0,2.0,1.0,899.3,4.4943,27.293,4.5655,34.446,32.8,2331.8,7.368,2355.0,2.99,41.63,97.54,41.04
17758,72.0,2.0,1.0,1022.4,4.1431,27.357,4.2224,34.479,39.1,2335.7,7.383,2365.0,2.97,41.63,104.21,39.81
17765,72.0,2.0,2.0,44.5,23.8003,23.697,23.8096,34.9954,217.1,1969.9,8.09,2302.0,0.06,0.01,1.31,108.26
17766,72.0,2.0,2.0,61.1,23.2971,23.899,23.3097,35.0674,219.5,1975.9,8.087,2309.0,0.04,0.04,1.33,89.26
17767,72.0,2.0,2.0,75.1,22.7045,24.064,22.7197,35.0605,219.9,1980.3,8.08,2310.0,0.07,0.04,1.85,85.06
17768,72.0,2.0,2.0,85.0,22.2308,24.216,22.2477,35.0833,221.3,1984.8,8.075,2307.0,0.06,0.01,1.42,90.23
17769,72.0,2.0,2.0,94.3,21.96,24.302,21.9786,35.096,217.8,1988.8,8.069,2311.0,0.06,0.03,1.52,82.13
17770,72.0,2.0,2.0,105.1,21.5353,24.431,21.5557,35.1099,214.6,1994.4,8.062,2310.0,0.09,0.02,1.51,83.45
17771,72.0,2.0,2.0,116.3,21.0893,24.556,21.1117,35.1137,211.5,2001.2,8.05,2310.0,0.11,0.02,1.6,80.96
17772,72.0,2.0,2.0,125.0,20.9036,24.607,20.9275,35.114,209.7,2002.2,8.048,2310.0,0.1,0.04,2.22,77.0
17773,72.0,2.0,2.0,134.8,20.4393,24.725,20.4647,35.1047,204.1,2012.3,8.03,2316.0,0.13,0.65,1.85,71.39
17774,72.0,2.0,2.0,149.0,20.1217,24.805,20.1494,35.0983,201.3,2013.2,8.024,2308.0,0.15,0.96,1.97,67.09
17776,72.0,2.0,2.0,175.1,19.6307,24.916,19.6627,35.0749,211.6,2012.3,8.02,2306.0,0.16,1.06,2.77,67.77
17778,72.0,2.0,2.0,202.1,18.9236,25.048,18.9596,35.0098,213.3,2015.6,8.012,2298.0,0.17,0.99,2.46,66.51
17987,73.0,2.0,1.0,4499.0,1.1103,27.787,1.4846,34.6882,151.5,2324.9,7.581,2419.0,2.46,35.74,147.58,44.06
18045,73.0,2.0,5.0,210.0,19.2836,24.973,19.3215,35.0324,199.1,2023.3,8.004,2297.0,0.18,1.52,2.3,61.72
18046,73.0,2.0,5.0,225.0,18.4305,25.129,18.4699,34.9532,197.6,2033.2,7.981,2298.0,0.22,2.21,2.82,67.39
18048,73.0,2.0,5.0,250.2,16.9989,25.352,17.0403,34.7888,197.8,2037.6,7.95,2283.0,0.31,3.55,4.54,66.03
18049,73.0,2.0,5.0,275.2,15.6668,25.548,15.7098,34.6429,200.1,2044.0,7.92,2279.0,0.44,5.38,5.44,64.77
18050,73.0,2.0,5.0,300.5,14.1148,25.758,14.1585,34.4753,200.1,2053.5,7.888,2267.0,0.56,7.36,7.19,58.33
18051,73.0,2.0,5.0,326.5,13.0421,25.897,13.0872,34.3711,199.4,2066.7,7.854,2263.0,0.71,9.59,9.24,56.18
18052,73.0,2.0,5.0,351.4,11.867,26.045,11.9125,34.2671,197.6,2079.8,7.819,2257.0,0.86,11.96,11.96,54.23
18053,73.0,2.0,5.0,401.4,10.1832,26.272,10.2305,34.1699,196.7,2105.2,7.764,2265.0,1.13,15.99,18.33,49.25
18054,73.0,2.0,5.0,500.1,7.9572,26.557,8.0082,34.0787,143.4,2173.2,7.605,2271.0,1.78,25.05,35.61,49.45
18056,73.0,2.0,5.0,700.0,5.5115,27.039,5.5711,34.2739,32.3,2304.4,7.356,2317.0,2.84,39.1,77.67,46.32
18057,73.0,2.0,5.0,799.8,5.0017,27.192,5.0675,34.3903,26.1,2322.8,7.356,2339.0,2.98,41.03,88.12,45.82
18058,73.0,2.0,5.0,899.4,4.6573,27.276,4.7297,34.4477,28.9,2331.9,7.367,2351.0,3.0,41.62,94.08,44.06
18059,73.0,2.0,5.0,1027.2,4.203,27.35,4.2831,34.4781,36.4,2337.4,7.378,2359.0,3.01,41.78,102.67,43.72
18068,73.0,2.0,6.0,74.4,23.0039,23.989,23.0191,35.0747,221.5,1977.4,8.086,2308.0,0.06,0.01,1.4,74.22
18069,73.0,2.0,6.0,84.5,22.352,24.198,22.369,35.1044,218.2,1983.4,8.082,2308.0,0.05,0.01,1.57,78.61
18071,73.0,2.0,6.0,104.7,21.7331,24.383,21.7536,35.119,214.8,1989.4,8.068,2311.0,0.07,0.03,2.01,86.62
18072,73.0,2.0,6.0,114.5,21.4854,24.451,21.5076,35.1182,213.4,1993.0,8.063,2309.0,0.07,0.03,1.95,80.56
18074,73.0,2.0,6.0,134.0,21.135,24.545,21.1607,35.1149,210.3,1998.2,8.049,2307.0,0.09,0.18,1.55,77.15
18075,73.0,2.0,6.0,150.0,20.8664,24.618,20.895,35.1154,209.7,2003.2,8.045,2309.0,0.11,0.37,1.61,82.71
18076,73.0,2.0,6.0,159.0,20.7683,24.645,20.7985,35.1159,207.8,2007.0,8.04,2308.0,0.11,0.5,1.65,77.63
18077,73.0,2.0,6.0,174.6,20.5533,24.711,20.5862,35.1262,209.6,2009.8,8.033,2303.0,0.11,0.63,1.68,75.39
18078,73.0,2.0,6.0,184.6,20.3545,24.765,20.3891,35.1274,209.8,2012.0,8.033,2307.0,0.11,0.64,1.94,72.56
18079,73.0,2.0,6.0,200.9,19.6924,24.893,19.7293,35.0659,203.1,2021.5,8.013,2302.0,0.16,1.24,2.3,66.11
18233,74.0,2.0,1.0,4501.0,1.1138,27.787,1.4885,34.6874,152.0,2329.8,7.581,2419.0,2.5,35.89,148.1,41.52
18288,74.0,2.0,5.0,224.9,17.9155,25.218,17.9541,34.9029,198.1,2037.3,7.972,2292.0,0.23,2.58,3.37,54.4
18289,74.0,2.0,5.0,234.7,17.7142,25.254,17.7541,34.8855,200.8,2036.0,7.973,2287.0,0.24,2.7,3.65,54.6
18290,74.0,2.0,5.0,249.9,16.9614,25.364,17.0027,34.7925,203.6,2040.4,7.956,2284.0,0.35,4.02,5.32,49.82
18291,74.0,2.0,5.0,274.6,15.7296,25.536,15.7726,34.6447,202.1,2048.5,7.927,2276.0,0.43,5.28,5.67,47.09
18292,74.0,2.0,5.0,300.4,14.8817,25.66,14.927,34.5613,203.8,2054.2,7.905,2270.0,0.49,6.62,6.77,45.72
18293,74.0,2.0,5.0,325.5,13.9059,25.791,13.9528,34.4625,204.1,2061.3,7.88,2266.0,0.6,8.15,8.06,43.28
18294,74.0,2.0,5.0,350.9,12.4825,25.979,12.5296,34.3345,198.5,2076.4,7.84,2263.0,0.78,10.88,11.02,41.82
18295,74.0,2.0,5.0,399.7,10.4984,26.215,10.5463,34.1659,179.4,2114.6,7.747,2256.0,1.18,16.31,17.84,42.7
18296,74.0,2.0,5.0,500.6,7.6179,26.602,7.6676,34.0738,140.0,2189.2,7.58,2271.0,1.91,26.57,39.39,43.88
18297,74.0,2.0,5.0,601.4,6.5549,26.884,6.6104,34.2454,48.0,2277.5,7.397,2298.0,2.59,35.52,60.92,42.31
18298,74.0,2.0,5.0,700.9,6.0286,27.037,6.0912,34.3521,26.2,2307.5,7.36,2313.0,2.9,38.87,71.27,40.16
18299,74.0,2.0,5.0,799.7,5.2068,27.16,5.2738,34.3803,26.7,2322.6,7.355,2335.0,3.0,40.83,84.4,41.62
18300,74.0,2.0,5.0,900.9,4.6198,27.263,4.692,34.4258,34.6,2332.0,7.372,2345.0,3.01,41.06,94.53,43.38
18301,74.0,2.0,5.0,1020.3,4.1998,27.343,4.2793,34.4692,40.9,2339.0,7.385,2362.0,3.02,41.46,102.43,41.23
18308,74.0,2.0,6.0,44.6,26.1951,22.664,26.205,34.5912,207.1,1946.2,8.105,2277.0,0.08,0.02,1.2,81.33
18310,74.0,2.0,6.0,74.8,23.7542,23.669,23.7699,34.9403,219.2,1973.3,8.088,2299.0,0.07,0.02,1.3,71.59
18311,74.0,2.0,6.0,84.5,23.3222,23.856,23.3396,35.0213,221.8,1978.9,8.084,2301.0,0.06,0.03,1.23,66.9
18312,74.0,2.0,6.0,95.1,22.8703,24.018,22.8897,35.0618,220.7,1982.8,8.081,2306.0,0.04,0.02,0.98,71.88
18314,74.0,2.0,6.0,113.7,21.9458,24.311,21.9683,35.1029,214.2,1992.8,8.068,2305.0,0.06,0.03,1.2,70.31
18316,74.0,2.0,6.0,134.2,21.127,24.564,21.1528,35.1382,212.9,2002.5,8.053,2312.0,0.07,0.35,1.38,63.86
18318,74.0,2.0,6.0,150.2,20.9045,24.619,20.9332,35.1299,210.3,2006.8,8.043,2310.0,0.08,0.49,2.06,60.15
18320,74.0,2.0,6.0,174.3,19.6407,24.912,19.6726,35.0731,198.4,2028.9,8.003,2302.0,0.16,1.54,2.38,60.65
18322,74.0,2.0,6.0,199.9,18.9146,25.06,18.9502,35.022,202.7,2028.8,7.996,2298.0,0.18,1.88,2.69,58.69
18488,75.0,2.0,1.0,4499.7,1.1126,27.787,1.4872,34.6879,152.0,2326.8,7.579,2415.0,2.48,35.99,147.4,43.08
18553,75.0,2.0,5.0,224.4,17.4984,25.298,17.5363,34.8739,201.5,2034.1,7.968,2285.0,0.25,2.89,3.83,60.56
18554,75.0,2.0,5.0,234.4,17.0168,25.366,17.0555,34.8114,204.7,2037.7,7.957,2285.0,0.3,3.63,4.32,54.11
18555,75.0,2.0,5.0,249.0,15.7998,25.53,15.8389,34.658,199.8,2047.1,7.928,2278.0,0.43,5.24,5.33,50.5
18556,75.0,2.0,5.0,274.7,14.5169,25.703,14.5576,34.5157,196.8,2057.7,7.892,2267.0,0.56,7.29,6.94,49.63
18557,75.0,2.0,5.0,299.2,13.7333,25.811,13.776,34.4421,200.6,2063.2,7.872,2269.0,0.63,8.54,8.18,46.7
18558,75.0,2.0,5.0,324.6,12.7937,25.936,12.8379,34.3576,197.4,2073.4,7.846,2267.0,0.75,10.37,10.3,48.17
